1.1300491817e+13 1.4033623190e-23
1.1447174988e+13 1.3960351372e-23
1.1748557218e+13 6.7975908780e-24
1.2102722268e+13 3.2786971993e-24
1.2467563769e+13 1.5226428709e-24
1.2843403565e+13 6.5553473713e-25
1.3230573206e+13 3.4268672208e-25
1.3629414233e+13 1.6924838346e-25
1.3988250650e+13 8.0482644452e-26
1.4356534543e+13 3.7553911149e-26
1.4899537374e+13 1.7113039248e-26
1.5463078036e+13 7.6519891684e-27
1.6348604707e+13 3.6387486308e-27
1.7093401337e+13 1.8142272794e-27
1.7872128814e+13 8.7921314604e-28
1.8686332935e+13 4.3836291972e-28
1.9756446281e+13 1.9233407775e-28
2.1121780379e+13 9.1894631531e-29
2.2581470373e+13 4.5600918000e-29
2.6391829977e+13 1.9363755491e-29
3.3719597740e+13 2.5658992909e-29
4.1666250263e+13 4.1041506383e-29
4.8696943758e+13 8.3592301372e-29
5.5660242589e+13 1.5990598344e-28
6.3619241086e+13 3.0734017937e-28
7.2716316856e+13 5.6875394572e-28
8.3114206438e+13 1.0675742342e-27
9.6062879609e+13 2.0742093083e-27
1.1352979081e+14 3.8514686779e-27
1.3719490157e+14 7.1049439668e-27
1.6579296836e+14 1.3299486481e-26
2.0035225832e+14 2.5350770312e-26
2.4482700846e+14 4.7359665735e-26
2.9586082285e+14 8.7331629967e-26
3.5357263610e+14 1.5745903553e-25
4.2727430977e+14 2.9127373162e-25
4.9937186334e+14 4.8325558824e-25
6.2396905355e+14 1.0197813170e-24
7.6247943514e+14 1.9354345777e-24
9.2141710387e+14 3.6086039215e-24
1.1011524650e+15 6.5759979912e-24
1.3159477353e+15 1.2198174744e-23
1.5726418431e+15 2.2950735506e-23
1.8794077458e+15 4.3028501408e-23
2.2460126508e+15 8.1245651009e-23
2.6841289969e+15 1.5340659312e-22
3.2077060963e+15 2.8456219608e-22
3.8334142702e+15 5.2040541111e-22
4.5811756209e+15 9.6876207113e-22
5.4747983364e+15 1.8357061965e-21
6.5427347269e+15 3.4538616036e-21
7.8189871253e+15 6.3840453781e-21
9.3441904979e+15 1.1842111448e-20
1.1043224988e+16 2.2702947130e-20
1.2906640333e+16 4.3812629055e-20
1.5084485271e+16 8.1849641706e-20
1.7629816127e+16 1.5290942342e-19
2.0376431139e+16 2.8760016924e-19
2.3032154298e+16 5.1829800716e-19
2.6034006054e+16 9.8959044792e-19
2.9427098413e+16 1.8088996517e-18
3.3262422972e+16 3.3729466037e-18
3.8018700741e+16 6.4828219175e-18
4.2497830710e+16 1.0632521118e-17
