1.11033632e-13 6.90901377e+15
2.01927192e-13 2.24060326e+16
3.67227389e-13 7.26630911e+16
6.67844455e-13 2.35647466e+17
1.29897558e-12 9.50752871e+17
2.63121183e-12 3.89371010e+18
5.32979663e-12 1.56356492e+19
1.07960643e-11 6.23764038e+19
2.18685651e-11 2.50479759e+20
4.42970815e-11 9.23639278e+20
8.97284032e-11 3.18972519e+21
1.81754329e-10 8.69921703e+21
3.68162534e-10 1.32356420e+22
7.22204358e-10 6.46354578e+21
1.16862389e-9 1.18656552e+21
1.55985256e-9 1.96195391e+20
1.84600880e-9 5.10539322e+19
2.14372381e-9 1.12485072e+19
2.60634867e-9 9.95411980e+17
2.96325998e-9 1.52583239e+17
3.33320655e-9 1.67039508e+16
3.63095099e-9 2.56049051e+15
4.04080682e-9 3.83164162e+14
4.35493301e-9 5.87339014e+13
4.64354971e-9 1.20143395e+13
4.95129405e-9 2.20556973e+12
5.27943370e-9 3.50500100e+11
5.62932031e-9 5.18237372e+10
5.93854171e-9 5.47239851e+9
6.33210972e-9 6.13666400e+8
6.75176086e-9 6.40265651e+7
7.19922376e-9 5.38031559e+6
7.67634160e-9 3.73007224e+5
8.01186039e-9 7.09907104e+4
9.56135582e-9 1.44738458e+4
1.38949549e-8 6.24626547e+3
2.17601727e-8 3.18896414e+3
3.95733301e-8 2.69560923e+3
6.67844455e-8 1.62809159e+3
1.12706263e-7 7.02611621e+2
1.90204496e-7 8.31204775e+2
2.76412985e-7 2.27857975e+3
4.01694702e-7 1.03418573e+4
6.29073367e-7 3.96771205e+4
9.85159373e-7 1.80083720e+5
1.23284674e-6 4.93663090e+5
1.66256725e-6 1.89396637e+6
2.80576923e-6 8.59620115e+6
3.78374690e-6 2.35647466e+7
5.92553098e-6 6.45979860e+7
1.00000000e-5 1.49686448e+8
1.81861287e-5 2.93192789e+8
3.56408499e-5 4.10335117e+8
7.52702531e-5 4.85435336e+8
1.58963970e-4 4.10335117e+8
2.68269580e-4 4.85435336e+8
4.52735089e-4 5.74280523e+8
7.09005086e-4 8.03728723e+8
1.03035531e-3 8.03728723e+8
1.61358634e-3 6.79386305e+8
2.93448888e-3 4.10335117e+8
4.59555176e-3 3.46853423e+8
6.67844455e-3 4.10335117e+8
1.12706263e-2 9.50828498e+8
1.90204496e-2 2.60650399e+9
2.97869457e-2 6.03979082e+9
5.41709228e-2 1.95871299e+10
9.85159373e-2 5.36941544e+10
1.79162351e-1 1.24420090e+11
2.80576923e-1 1.74130927e+11
3.78374690e-1 1.05171438e+11
4.07745907e-1 1.39954028e+10
4.07745907e-1 6.03979082e+9
4.07745907e-1 2.60650399e+9
4.07745907e-1 9.50828498e+8
4.07745907e-1 2.93192789e+8
4.07745907e-1 7.64208174e+7
4.07745907e-1 2.35647466e+7
4.07745907e-1 7.26630911e+6
4.07745907e-1 2.65068222e+6
4.07745907e-1 8.17351303e+5
4.07745907e-1 1.80083720e+5
4.07745907e-1 3.83655657e+10
4.07745907e-1 4.69388934e+4
4.39397056e-1 1.44738458e+4
6.88117080e-1 2.83501098e+4
1.00000000e+0 6.56928719e+4
1.68761248e+0 1.52223517e+5
2.64288291e+0 2.98162180e+5
4.80638086e+0 5.84014134e+5
7.52702531e+0 6.90901377e+5
1.09385823e+1 4.17289980e+5
1.27027018e+1 1.80083720e+5
1.36887451e+1 6.56928719e+4
1.47513297e+1 4.46308375e+3
1.47513297e+1 1.71228733e+4
1.58963970e+1 1.10610313e+2
1.58963970e+1 2.88306222e+1
1.58963970e+1 5.93912721e+2
1.58963970e+1 1.62809159e+3
1.58963970e+1 2.56306207e+2
1.71303499e+1 1.95871299e+0
1.71303499e+1 7.51471317e+0
1.84600880e+1 6.03979082e-1
2.31012970e+1 1.86240013e-1
3.11534748e+1 6.79386305e-2
4.87878509e+1 4.85435336e-2
7.64041385e+1 3.46853423e-2
1.38949549e+2 1.77082312e-2
2.34492993e+2 9.04074832e-3
3.67227389e+2 3.90158323e-3
6.19737523e+2 1.42326140e-3
9.70538990e+2 6.14216060e-4
1.51991108e+3 1.89396637e-4
2.38025440e+3 6.90901377e-5
3.72759372e+3 2.13042943e-5
5.41709228e+3 6.56928719e-6
8.48342898e+3 2.02567302e-6
1.32854608e+4 5.27992480e-7
1.93069773e+4 1.62809159e-7
2.80576923e+4 5.02030297e-8
4.39397056e+4 1.30854397e-8
6.88117080e+4 2.88306222e-9
1.16127497e+5 6.35213483e-10
1.68761248e+5 1.95871299e-10
2.84803587e+5 3.64790732e-11
5.17947468e+5 5.74280523e-12
8.74094609e+5 1.06954012e-12
1.47513297e+6 1.99191166e-13
2.31012970e+6 4.38869870e-14
3.61777504e+6 9.66944305e-15
5.25749927e+6 2.52034419e-15
8.23349859e+6 5.55297282e-16
1.28940577e+7 1.22346413e-16
2.01927192e+7 3.18896414e-17
3.40774848e+7 5.93912721e-18
6.67844455e+7 6.68063152e-19
1.04587678e+8 1.47191663e-19
1.63789371e+8 3.83655657e-20
2.38025440e+8 1.00000000e-20
2.97869457e+8 4.31555341e-21
4.32876128e+8 1.12485072e-21
7.30527154e+8 2.47833827e-22
