Solar, nuclear, hep, in eV^-1 cm^-2 s^-1 

    Energy[eV]       Flux min        Flux max
   9.1852000e+06   5.4293680e-04   1.0461229e-03
   9.2040000e+06   5.4313280e-04   1.0465005e-03
   9.2228000e+06   5.4331760e-04   1.0468566e-03
   9.2416000e+06   5.4350240e-04   1.0472127e-03
   9.2604000e+06   5.4367040e-04   1.0475364e-03
   9.2792000e+06   5.4383280e-04   1.0478493e-03
   9.2979000e+06   5.4398960e-04   1.0481514e-03
   9.3167000e+06   5.4413520e-04   1.0484319e-03
   9.3355000e+06   5.4427520e-04   1.0487017e-03
   9.3543000e+06   5.4440400e-04   1.0489498e-03
   9.3731000e+06   5.4452720e-04   1.0491872e-03
   9.3919000e+06   5.4464480e-04   1.0494138e-03
   9.4106000e+06   5.4474560e-04   1.0496080e-03
   9.4294000e+06   5.4484640e-04   1.0498023e-03
   9.4482000e+06   5.4493600e-04   1.0499749e-03
   9.4670000e+06   5.4501440e-04   1.0501260e-03
   9.4858000e+06   5.4508720e-04   1.0502662e-03
   9.5046000e+06   5.4515440e-04   1.0503957e-03
   9.5234000e+06   5.4521040e-04   1.0505036e-03
   9.5421000e+06   5.4525520e-04   1.0505899e-03
   9.5609000e+06   5.4529440e-04   1.0506655e-03
   9.5797000e+06   5.4532800e-04   1.0507302e-03
   9.5985000e+06   5.4535040e-04   1.0507734e-03
   9.6173000e+06   5.4536160e-04   1.0507949e-03
   9.6361000e+06   5.4536720e-04   1.0508057e-03
   9.6548000e+06   5.4536720e-04   1.0508057e-03
   9.6736000e+06   5.4535600e-04   1.0507841e-03
   9.6924000e+06   5.4533920e-04   1.0507518e-03
   9.7112000e+06   5.4531120e-04   1.0506978e-03
   9.7300000e+06   5.4527760e-04   1.0506331e-03
   9.7488000e+06   5.4523280e-04   1.0505468e-03
   9.7675000e+06   5.4518240e-04   1.0504497e-03
   9.7863000e+06   5.4512080e-04   1.0503310e-03
   9.8051000e+06   5.4505360e-04   1.0502015e-03
   9.8239000e+06   5.4497520e-04   1.0500504e-03
   9.8427000e+06   5.4489120e-04   1.0498886e-03
   9.8615000e+06   5.4479600e-04   1.0497051e-03
   9.8802000e+06   5.4469520e-04   1.0495109e-03
   9.8990000e+06   5.4458880e-04   1.0493059e-03
   9.9178000e+06   5.4447120e-04   1.0490793e-03
   9.9366000e+06   5.4434240e-04   1.0488312e-03
   9.9554000e+06   5.4420800e-04   1.0485722e-03
   9.9742000e+06   5.4406240e-04   1.0482917e-03
   9.9929000e+06   5.4391680e-04   1.0480111e-03
   1.0012000e+07   5.4375440e-04   1.0476982e-03
   1.0031000e+07   5.4358640e-04   1.0473745e-03
   1.0049000e+07   5.4341280e-04   1.0470400e-03
   1.0068000e+07   5.4322800e-04   1.0466839e-03
   1.0087000e+07   5.4303760e-04   1.0463171e-03
   1.0106000e+07   5.4283600e-04   1.0459286e-03
   1.0124000e+07   5.4262320e-04   1.0455186e-03
   1.0143000e+07   5.4241040e-04   1.0451086e-03
   1.0162000e+07   5.4218080e-04   1.0446662e-03
   1.0181000e+07   5.4195120e-04   1.0442238e-03
   1.0200000e+07   5.4171040e-04   1.0437599e-03
   1.0218000e+07   5.4145840e-04   1.0432743e-03
   1.0237000e+07   5.4120080e-04   1.0427780e-03
   1.0256000e+07   5.4093200e-04   1.0422600e-03
   1.0275000e+07   5.4065760e-04   1.0417313e-03
   1.0293000e+07   5.4037760e-04   1.0411918e-03
   1.0312000e+07   5.4008640e-04   1.0406308e-03
   1.0331000e+07   5.3978960e-04   1.0400589e-03
   1.0350000e+07   5.3948160e-04   1.0394654e-03
   1.0369000e+07   5.3916240e-04   1.0388504e-03
   1.0387000e+07   5.3884320e-04   1.0382354e-03
   1.0406000e+07   5.3850720e-04   1.0375880e-03
   1.0425000e+07   5.3817120e-04   1.0369406e-03
   1.0444000e+07   5.3782400e-04   1.0362716e-03
   1.0463000e+07   5.3746560e-04   1.0355810e-03
   1.0481000e+07   5.3710160e-04   1.0348797e-03
   1.0500000e+07   5.3673200e-04   1.0341675e-03
   1.0519000e+07   5.3635120e-04   1.0334338e-03
   1.0538000e+07   5.3595920e-04   1.0326785e-03
   1.0556000e+07   5.3556720e-04   1.0319232e-03
   1.0575000e+07   5.3515840e-04   1.0311356e-03
   1.0594000e+07   5.3474960e-04   1.0303479e-03
   1.0613000e+07   5.3432960e-04   1.0295386e-03
   1.0632000e+07   5.3389840e-04   1.0287078e-03
   1.0650000e+07   5.3346160e-04   1.0278662e-03
   1.0669000e+07   5.3301920e-04   1.0270138e-03
   1.0688000e+07   5.3256560e-04   1.0261398e-03
   1.0707000e+07   5.3210640e-04   1.0252550e-03
   1.0726000e+07   5.3163600e-04   1.0243487e-03
   1.0744000e+07   5.3116000e-04   1.0234315e-03
   1.0763000e+07   5.3067280e-04   1.0224928e-03
   1.0782000e+07   5.3018000e-04   1.0215432e-03
   1.0801000e+07   5.2968160e-04   1.0205829e-03
   1.0819000e+07   5.2917200e-04   1.0196010e-03
   1.0838000e+07   5.2865680e-04   1.0186084e-03
   1.0857000e+07   5.2813040e-04   1.0175941e-03
   1.0876000e+07   5.2759840e-04   1.0165691e-03
   1.0895000e+07   5.2706080e-04   1.0155332e-03
   1.0913000e+07   5.2651200e-04   1.0144758e-03
   1.0932000e+07   5.2595760e-04   1.0134076e-03
   1.0951000e+07   5.2539200e-04   1.0123178e-03
   1.0970000e+07   5.2482080e-04   1.0112172e-03
   1.0988000e+07   5.2424400e-04   1.0101058e-03
   1.1007000e+07   5.2365600e-04   1.0089729e-03
   1.1026000e+07   5.2305680e-04   1.0078184e-03
   1.1045000e+07   5.2245760e-04   1.0066638e-03
   1.1064000e+07   5.2184720e-04   1.0054877e-03
   1.1082000e+07   5.2122560e-04   1.0042900e-03
   1.1101000e+07   5.2060400e-04   1.0030923e-03
   1.1120000e+07   5.1996560e-04   1.0018623e-03
   1.1139000e+07   5.1932720e-04   1.0006322e-03
   1.1158000e+07   5.1867760e-04   9.9938059e-04
   1.1176000e+07   5.1802240e-04   9.9811816e-04
   1.1195000e+07   5.1735600e-04   9.9683415e-04
   1.1214000e+07   5.1668400e-04   9.9553935e-04
   1.1233000e+07   5.1600640e-04   9.9423376e-04
   1.1251000e+07   5.1531760e-04   9.9290659e-04
   1.1270000e+07   5.1462320e-04   9.9156863e-04
   1.1289000e+07   5.1391760e-04   9.9020909e-04
   1.1308000e+07   5.1321200e-04   9.8884955e-04
   1.1327000e+07   5.1248960e-04   9.8745764e-04
   1.1345000e+07   5.1176720e-04   9.8606573e-04
   1.1364000e+07   5.1103360e-04   9.8465224e-04
   1.1383000e+07   5.1029440e-04   9.8322796e-04
   1.1402000e+07   5.0954400e-04   9.8178210e-04
   1.1421000e+07   5.0879360e-04   9.8033624e-04
   1.1439000e+07   5.0802640e-04   9.7885801e-04
   1.1458000e+07   5.0725920e-04   9.7737978e-04
   1.1477000e+07   5.0648080e-04   9.7587997e-04
   1.1496000e+07   5.0569680e-04   9.7436937e-04
   1.1514000e+07   5.0490160e-04   9.7283719e-04
   1.1533000e+07   5.0410640e-04   9.7130501e-04
   1.1552000e+07   5.0330000e-04   9.6975125e-04
   1.1571000e+07   5.0248240e-04   9.6817591e-04
   1.1590000e+07   5.0165920e-04   9.6658978e-04
   1.1608000e+07   5.0083600e-04   9.6500365e-04
   1.1627000e+07   4.9999600e-04   9.6338515e-04
   1.1646000e+07   4.9915600e-04   9.6176665e-04
   1.1665000e+07   4.9830480e-04   9.6012657e-04
   1.1683000e+07   4.9744800e-04   9.5847570e-04
   1.1702000e+07   4.9658000e-04   9.5680325e-04
   1.1721000e+07   4.9570640e-04   9.5512001e-04
   1.1740000e+07   4.9482720e-04   9.5342598e-04
   1.1759000e+07   4.9394240e-04   9.5172116e-04
   1.1777000e+07   4.9304640e-04   9.4999476e-04
   1.1796000e+07   4.9215040e-04   9.4826836e-04
   1.1815000e+07   4.9124320e-04   9.4652038e-04
   1.1834000e+07   4.9032480e-04   9.4475082e-04
   1.1853000e+07   4.8940640e-04   9.4298126e-04
   1.1871000e+07   4.8847680e-04   9.4119012e-04
   1.1890000e+07   4.8754160e-04   9.3938819e-04
   1.1909000e+07   4.8660080e-04   9.3757547e-04
   1.1928000e+07   4.8564880e-04   9.3574117e-04
   1.1946000e+07   4.8469120e-04   9.3389608e-04
   1.1965000e+07   4.8372800e-04   9.3204020e-04
   1.1984000e+07   4.8275920e-04   9.3017353e-04
   1.2003000e+07   4.8178480e-04   9.2829607e-04
   1.2022000e+07   4.8079920e-04   9.2639703e-04
   1.2040000e+07   4.7980800e-04   9.2448720e-04
   1.2059000e+07   4.7881120e-04   9.2256658e-04
   1.2078000e+07   4.7780880e-04   9.2063517e-04
   1.2097000e+07   4.7679520e-04   9.1868218e-04
   1.2116000e+07   4.7577600e-04   9.1671840e-04
   1.2134000e+07   4.7475680e-04   9.1475462e-04
   1.2153000e+07   4.7372080e-04   9.1275847e-04
   1.2172000e+07   4.7268480e-04   9.1076232e-04
   1.2191000e+07   4.7164320e-04   9.0875538e-04
   1.2209000e+07   4.7059040e-04   9.0672686e-04
   1.2228000e+07   4.6953760e-04   9.0469834e-04
   1.2247000e+07   4.6847360e-04   9.0264824e-04
   1.2266000e+07   4.6739840e-04   9.0057656e-04
   1.2285000e+07   4.6632320e-04   8.9850488e-04
   1.2303000e+07   4.6524240e-04   8.9642241e-04
   1.2322000e+07   4.6415040e-04   8.9431836e-04
   1.2341000e+07   4.6305840e-04   8.9221431e-04
   1.2360000e+07   4.6195520e-04   8.9008868e-04
   1.2378000e+07   4.6084640e-04   8.8795226e-04
   1.2397000e+07   4.5973200e-04   8.8580505e-04
   1.2416000e+07   4.5861200e-04   8.8364705e-04
   1.2435000e+07   4.5748640e-04   8.8147826e-04
   1.2454000e+07   4.5634960e-04   8.7928789e-04
   1.2472000e+07   4.5521280e-04   8.7709752e-04
   1.2491000e+07   4.5406480e-04   8.7488557e-04
   1.2510000e+07   4.5291120e-04   8.7266283e-04
   1.2529000e+07   4.5175760e-04   8.7044009e-04
   1.2548000e+07   4.5059280e-04   8.6819577e-04
   1.2566000e+07   4.4942240e-04   8.6594066e-04
   1.2585000e+07   4.4824640e-04   8.6367476e-04
   1.2604000e+07   4.4706480e-04   8.6139807e-04
   1.2623000e+07   4.4587760e-04   8.5911059e-04
   1.2641000e+07   4.4467920e-04   8.5680153e-04
   1.2660000e+07   4.4348080e-04   8.5449247e-04
   1.2679000e+07   4.4227680e-04   8.5217262e-04
   1.2698000e+07   4.4106160e-04   8.4983119e-04
   1.2717000e+07   4.3984640e-04   8.4748976e-04
   1.2735000e+07   4.3862560e-04   8.4513754e-04
   1.2754000e+07   4.3739360e-04   8.4276374e-04
   1.2773000e+07   4.3616160e-04   8.4038994e-04
   1.2792000e+07   4.3491840e-04   8.3799456e-04
   1.2811000e+07   4.3367520e-04   8.3559918e-04
   1.2829000e+07   4.3242080e-04   8.3318222e-04
   1.2848000e+07   4.3116640e-04   8.3076526e-04
   1.2867000e+07   4.2990080e-04   8.2832672e-04
   1.2886000e+07   4.2863520e-04   8.2588818e-04
   1.2904000e+07   4.2735840e-04   8.2342806e-04
   1.2923000e+07   4.2608160e-04   8.2096794e-04
   1.2942000e+07   4.2479360e-04   8.1848624e-04
   1.2961000e+07   4.2350560e-04   8.1600454e-04
   1.2980000e+07   4.2221200e-04   8.1351205e-04
   1.2998000e+07   4.2091280e-04   8.1100877e-04
   1.3017000e+07   4.1960240e-04   8.0848391e-04
   1.3036000e+07   4.1829200e-04   8.0595905e-04
   1.3055000e+07   4.1697600e-04   8.0342340e-04
   1.3073000e+07   4.1565440e-04   8.0087696e-04
   1.3092000e+07   4.1432720e-04   7.9831973e-04
   1.3111000e+07   4.1299440e-04   7.9575171e-04
   1.3130000e+07   4.1166160e-04   7.9318369e-04
   1.3149000e+07   4.1031760e-04   7.9059409e-04
   1.3167000e+07   4.0896800e-04   7.8799370e-04
   1.3186000e+07   4.0761840e-04   7.8539331e-04
   1.3205000e+07   4.0626320e-04   7.8278213e-04
   1.3224000e+07   4.0489680e-04   7.8014937e-04
   1.3243000e+07   4.0353040e-04   7.7751661e-04
   1.3261000e+07   4.0215840e-04   7.7487306e-04
   1.3280000e+07   4.0078640e-04   7.7222951e-04
   1.3299000e+07   3.9940320e-04   7.6956438e-04
   1.3318000e+07   3.9802000e-04   7.6689925e-04
   1.3336000e+07   3.9662560e-04   7.6421254e-04
   1.3355000e+07   3.9523120e-04   7.6152583e-04
   1.3374000e+07   3.9383120e-04   7.5882833e-04
   1.3393000e+07   3.9242560e-04   7.5612004e-04
   1.3412000e+07   3.9102000e-04   7.5341175e-04
   1.3430000e+07   3.8960320e-04   7.5068188e-04
   1.3449000e+07   3.8818640e-04   7.4795201e-04
   1.3468000e+07   3.8676400e-04   7.4521135e-04
   1.3487000e+07   3.8533600e-04   7.4245990e-04
   1.3506000e+07   3.8390800e-04   7.3970845e-04
   1.3524000e+07   3.8246880e-04   7.3693542e-04
   1.3543000e+07   3.8102960e-04   7.3416239e-04
   1.3562000e+07   3.7958480e-04   7.3137857e-04
   1.3581000e+07   3.7814000e-04   7.2859475e-04
   1.3599000e+07   3.7668400e-04   7.2578935e-04
   1.3618000e+07   3.7522800e-04   7.2298395e-04
   1.3637000e+07   3.7377200e-04   7.2017855e-04
   1.3656000e+07   3.7230480e-04   7.1735157e-04
   1.3675000e+07   3.7083760e-04   7.1452459e-04
   1.3693000e+07   3.6936480e-04   7.1168682e-04
   1.3712000e+07   3.6788640e-04   7.0883826e-04
   1.3731000e+07   3.6640800e-04   7.0598970e-04
   1.3750000e+07   3.6492400e-04   7.0313035e-04
   1.3768000e+07   3.6343440e-04   7.0026021e-04
   1.3787000e+07   3.6194480e-04   6.9739007e-04
   1.3806000e+07   3.6044960e-04   6.9450914e-04
   1.3825000e+07   3.5894880e-04   6.9161742e-04
   1.3844000e+07   3.5744800e-04   6.8872570e-04
   1.3862000e+07   3.5594160e-04   6.8582319e-04
   1.3881000e+07   3.5442960e-04   6.8290989e-04
   1.3900000e+07   3.5291760e-04   6.7999659e-04
   1.3919000e+07   3.5140000e-04   6.7707250e-04
   1.3938000e+07   3.4987680e-04   6.7413762e-04
   1.3956000e+07   3.4835360e-04   6.7120274e-04
   1.3975000e+07   3.4683040e-04   6.6826786e-04
   1.3994000e+07   3.4529600e-04   6.6531140e-04
   1.4013000e+07   3.4376160e-04   6.6235494e-04
   1.4031000e+07   3.4222720e-04   6.5939848e-04
   1.4050000e+07   3.4068720e-04   6.5643123e-04
   1.4069000e+07   3.3914720e-04   6.5346398e-04
   1.4088000e+07   3.3759600e-04   6.5047515e-04
   1.4107000e+07   3.3605040e-04   6.4749711e-04
   1.4125000e+07   3.3449920e-04   6.4450828e-04
   1.4144000e+07   3.3294240e-04   6.4150866e-04
   1.4163000e+07   3.3138560e-04   6.3850904e-04
   1.4182000e+07   3.2982320e-04   6.3549863e-04
   1.4201000e+07   3.2826080e-04   6.3248822e-04
   1.4219000e+07   3.2669280e-04   6.2946702e-04
   1.4238000e+07   3.2512480e-04   6.2644582e-04
   1.4257000e+07   3.2355120e-04   6.2341383e-04
   1.4276000e+07   3.2197760e-04   6.2038184e-04
   1.4294000e+07   3.2040400e-04   6.1734985e-04
   1.4313000e+07   3.1881920e-04   6.1429628e-04
   1.4332000e+07   3.1724000e-04   6.1125350e-04
   1.4351000e+07   3.1565520e-04   6.0819993e-04
   1.4370000e+07   3.1407040e-04   6.0514636e-04
   1.4388000e+07   3.1248000e-04   6.0208200e-04
   1.4407000e+07   3.1088960e-04   5.9901764e-04
   1.4426000e+07   3.0929360e-04   5.9594249e-04
   1.4445000e+07   3.0769760e-04   5.9286734e-04
   1.4463000e+07   3.0610160e-04   5.8979219e-04
   1.4482000e+07   3.0450000e-04   5.8670625e-04
   1.4501000e+07   3.0289840e-04   5.8362031e-04
   1.4520000e+07   3.0129680e-04   5.8053437e-04
   1.4539000e+07   2.9968960e-04   5.7743764e-04
   1.4557000e+07   2.9808240e-04   5.7434091e-04
   1.4576000e+07   2.9646960e-04   5.7123339e-04
   1.4595000e+07   2.9485680e-04   5.6812587e-04
   1.4614000e+07   2.9324400e-04   5.6501835e-04
   1.4633000e+07   2.9163120e-04   5.6191083e-04
   1.4651000e+07   2.9001280e-04   5.5879252e-04
   1.4670000e+07   2.8839440e-04   5.5567421e-04
   1.4689000e+07   2.8677600e-04   5.5255590e-04
   1.4708000e+07   2.8515200e-04   5.4942680e-04
   1.4726000e+07   2.8353360e-04   5.4630849e-04
   1.4745000e+07   2.8190960e-04   5.4317939e-04
   1.4764000e+07   2.8028000e-04   5.4003950e-04
   1.4783000e+07   2.7865600e-04   5.3691040e-04
   1.4802000e+07   2.7702640e-04   5.3377051e-04
   1.4820000e+07   2.7539680e-04   5.3063062e-04
   1.4839000e+07   2.7376720e-04   5.2749073e-04
   1.4858000e+07   2.7213760e-04   5.2435084e-04
   1.4877000e+07   2.7050240e-04   5.2120016e-04
   1.4895000e+07   2.6886720e-04   5.1804948e-04
   1.4914000e+07   2.6723200e-04   5.1489880e-04
   1.4933000e+07   2.6559680e-04   5.1174812e-04
   1.4952000e+07   2.6396160e-04   5.0859744e-04
   1.4971000e+07   2.6232640e-04   5.0544676e-04
   1.4989000e+07   2.6068560e-04   5.0228529e-04
   1.5008000e+07   2.5905040e-04   4.9913461e-04
   1.5027000e+07   2.5740960e-04   4.9597314e-04
   1.5046000e+07   2.5576880e-04   4.9281167e-04
   1.5065000e+07   2.5413360e-04   4.8966099e-04
   1.5083000e+07   2.5249280e-04   4.8649952e-04
   1.5102000e+07   2.5084640e-04   4.8332726e-04
   1.5121000e+07   2.4920560e-04   4.8016579e-04
   1.5140000e+07   2.4756480e-04   4.7700432e-04
   1.5158000e+07   2.4592400e-04   4.7384285e-04
   1.5177000e+07   2.4428320e-04   4.7068138e-04
   1.5196000e+07   2.4264240e-04   4.6751991e-04
   1.5215000e+07   2.4099600e-04   4.6434765e-04
   1.5234000e+07   2.3935520e-04   4.6118618e-04
   1.5252000e+07   2.3771440e-04   4.5802471e-04
   1.5271000e+07   2.3606800e-04   4.5485245e-04
   1.5290000e+07   2.3442720e-04   4.5169098e-04
   1.5309000e+07   2.3278640e-04   4.4852951e-04
   1.5328000e+07   2.3114560e-04   4.4536804e-04
   1.5346000e+07   2.2950480e-04   4.4220657e-04
   1.5365000e+07   2.2786400e-04   4.3904510e-04
   1.5384000e+07   2.2622320e-04   4.3588363e-04
   1.5403000e+07   2.2458240e-04   4.3272216e-04
   1.5421000e+07   2.2294160e-04   4.2956069e-04
   1.5440000e+07   2.2130640e-04   4.2641001e-04
   1.5459000e+07   2.1966560e-04   4.2324854e-04
   1.5478000e+07   2.1803040e-04   4.2009786e-04
   1.5497000e+07   2.1639520e-04   4.1694718e-04
   1.5515000e+07   2.1475440e-04   4.1378571e-04
   1.5534000e+07   2.1312480e-04   4.1064582e-04
   1.5553000e+07   2.1148960e-04   4.0749514e-04
   1.5572000e+07   2.0985440e-04   4.0434446e-04
   1.5590000e+07   2.0822480e-04   4.0120457e-04
   1.5609000e+07   2.0659520e-04   3.9806468e-04
   1.5628000e+07   2.0496560e-04   3.9492479e-04
   1.5647000e+07   2.0333600e-04   3.9178490e-04
   1.5666000e+07   2.0170640e-04   3.8864501e-04
   1.5684000e+07   2.0008240e-04   3.8551591e-04
   1.5703000e+07   1.9845840e-04   3.8238681e-04
   1.5722000e+07   1.9683440e-04   3.7925771e-04
   1.5741000e+07   1.9521600e-04   3.7613940e-04
   1.5760000e+07   1.9359760e-04   3.7302109e-04
   1.5778000e+07   1.9197920e-04   3.6990278e-04
   1.5797000e+07   1.9036080e-04   3.6678447e-04
   1.5816000e+07   1.8874800e-04   3.6367695e-04
   1.5835000e+07   1.8713520e-04   3.6056943e-04
   1.5853000e+07   1.8552240e-04   3.5746191e-04
   1.5872000e+07   1.8391520e-04   3.5436518e-04
   1.5891000e+07   1.8230800e-04   3.5126845e-04
   1.5910000e+07   1.8070640e-04   3.4818251e-04
   1.5929000e+07   1.7910480e-04   3.4509657e-04
   1.5947000e+07   1.7750320e-04   3.4201063e-04
   1.5966000e+07   1.7590720e-04   3.3893548e-04
   1.5985000e+07   1.7431120e-04   3.3586033e-04
   1.6004000e+07   1.7272080e-04   3.3279597e-04
   1.6023000e+07   1.7113040e-04   3.2973161e-04
   1.6041000e+07   1.6954000e-04   3.2666725e-04
   1.6060000e+07   1.6795520e-04   3.2361368e-04
   1.6079000e+07   1.6637600e-04   3.2057090e-04
   1.6098000e+07   1.6479680e-04   3.1752812e-04
   1.6116000e+07   1.6321760e-04   3.1448534e-04
   1.6135000e+07   1.6164400e-04   3.1145335e-04
   1.6154000e+07   1.6007040e-04   3.0842136e-04
   1.6173000e+07   1.5850240e-04   3.0540016e-04
   1.6192000e+07   1.5694000e-04   3.0238975e-04
   1.6210000e+07   1.5537760e-04   2.9937934e-04
   1.6229000e+07   1.5382080e-04   2.9637972e-04
   1.6248000e+07   1.5226400e-04   2.9338010e-04
   1.6267000e+07   1.5071280e-04   2.9039127e-04
   1.6285000e+07   1.4916160e-04   2.8740244e-04
   1.6304000e+07   1.4761600e-04   2.8442440e-04
   1.6323000e+07   1.4607600e-04   2.8145715e-04
   1.6342000e+07   1.4453600e-04   2.7848990e-04
   1.6361000e+07   1.4300720e-04   2.7554423e-04
   1.6379000e+07   1.4147280e-04   2.7258777e-04
   1.6398000e+07   1.3994960e-04   2.6965289e-04
   1.6417000e+07   1.3842640e-04   2.6671801e-04
   1.6436000e+07   1.3690320e-04   2.6378313e-04
   1.6455000e+07   1.3539120e-04   2.6086983e-04
   1.6473000e+07   1.3387920e-04   2.5795653e-04
   1.6492000e+07   1.3237280e-04   2.5505402e-04
   1.6511000e+07   1.3087200e-04   2.5216230e-04
   1.6530000e+07   1.2937120e-04   2.4927058e-04
   1.6548000e+07   1.2787600e-04   2.4638965e-04
   1.6567000e+07   1.2638640e-04   2.4351951e-04
   1.6586000e+07   1.2490240e-04   2.4066016e-04
   1.6605000e+07   1.2342400e-04   2.3781160e-04
   1.6624000e+07   1.2194560e-04   2.3496304e-04
   1.6642000e+07   1.2047840e-04   2.3213606e-04
   1.6661000e+07   1.1901120e-04   2.2930908e-04
   1.6680000e+07   1.1754960e-04   2.2649289e-04
   1.6699000e+07   1.1609360e-04   2.2368749e-04
   1.6718000e+07   1.1463760e-04   2.2088209e-04
   1.6736000e+07   1.1319280e-04   2.1809827e-04
   1.6755000e+07   1.1175360e-04   2.1532524e-04
   1.6774000e+07   1.1031440e-04   2.1255221e-04
   1.6793000e+07   1.0888640e-04   2.0980076e-04
   1.6811000e+07   1.0745840e-04   2.0704931e-04
   1.6830000e+07   1.0604160e-04   2.0431944e-04
   1.6849000e+07   1.0462480e-04   2.0158957e-04
   1.6868000e+07   1.0321360e-04   1.9887049e-04
   1.6887000e+07   1.0181360e-04   1.9617299e-04
   1.6905000e+07   1.0041360e-04   1.9347549e-04
   1.6924000e+07   9.9019200e-05   1.9078878e-04
   1.6943000e+07   9.7636000e-05   1.8812365e-04
   1.6962000e+07   9.6252800e-05   1.8545852e-04
   1.6980000e+07   9.4880800e-05   1.8281497e-04
   1.6999000e+07   9.3508800e-05   1.8017142e-04
   1.7018000e+07   9.2148000e-05   1.7754945e-04
   1.7037000e+07   9.0792800e-05   1.7493827e-04
   1.7056000e+07   8.9443200e-05   1.7233788e-04
   1.7074000e+07   8.8099200e-05   1.6974828e-04
   1.7093000e+07   8.6760800e-05   1.6716947e-04
   1.7112000e+07   8.5433600e-05   1.6461224e-04
   1.7131000e+07   8.4106400e-05   1.6205501e-04
   1.7150000e+07   8.2790400e-05   1.5951936e-04
   1.7168000e+07   8.1480000e-05   1.5699450e-04
   1.7187000e+07   8.0175200e-05   1.5448043e-04
   1.7206000e+07   7.8876000e-05   1.5197715e-04
   1.7225000e+07   7.7588000e-05   1.4949545e-04
   1.7243000e+07   7.6305600e-05   1.4702454e-04
   1.7262000e+07   7.5028800e-05   1.4456442e-04
   1.7281000e+07   7.3763200e-05   1.4212588e-04
   1.7300000e+07   7.2497600e-05   1.3968734e-04
   1.7319000e+07   7.1243200e-05   1.3727038e-04
   1.7337000e+07   7.0000000e-05   1.3487500e-04
   1.7356000e+07   6.8756800e-05   1.3247962e-04
   1.7375000e+07   6.7524800e-05   1.3010582e-04
   1.7394000e+07   6.6304000e-05   1.2775360e-04
   1.7413000e+07   6.5083200e-05   1.2540138e-04
   1.7431000e+07   6.3879200e-05   1.2308153e-04
   1.7450000e+07   6.2675200e-05   1.2076168e-04
   1.7469000e+07   6.1482400e-05   1.1846341e-04
   1.7488000e+07   6.0300800e-05   1.1618672e-04
   1.7506000e+07   5.9119200e-05   1.1391003e-04
   1.7525000e+07   5.7954400e-05   1.1166571e-04
   1.7544000e+07   5.6789600e-05   1.0942139e-04
   1.7563000e+07   5.5639360e-05   1.0720512e-04
   1.7582000e+07   5.4495840e-05   1.0500181e-04
   1.7600000e+07   5.3360160e-05   1.0281359e-04
   1.7619000e+07   5.2233440e-05   1.0064265e-04
   1.7638000e+07   5.1115120e-05   9.8487883e-05
   1.7657000e+07   5.0005760e-05   9.6350384e-05
   1.7675000e+07   4.8904800e-05   9.4229070e-05
   1.7694000e+07   4.7812800e-05   9.2125020e-05
   1.7713000e+07   4.6729760e-05   9.0038234e-05
   1.7732000e+07   4.5655680e-05   8.7968712e-05
   1.7751000e+07   4.4590560e-05   8.5916454e-05
   1.7769000e+07   4.3534960e-05   8.3882539e-05
   1.7788000e+07   4.2488320e-05   8.1865888e-05
   1.7807000e+07   4.1451200e-05   7.9867580e-05
   1.7826000e+07   4.0423040e-05   7.7886536e-05
   1.7845000e+07   3.9404960e-05   7.5924914e-05
   1.7863000e+07   3.8395840e-05   7.3980556e-05
   1.7882000e+07   3.7396800e-05   7.2055620e-05
   1.7901000e+07   3.6406720e-05   7.0147948e-05
   1.7920000e+07   3.5427280e-05   6.8260777e-05
   1.7938000e+07   3.4456800e-05   6.6390870e-05
   1.7957000e+07   3.3496960e-05   6.4541464e-05
   1.7976000e+07   3.2546640e-05   6.2710401e-05
   1.7995000e+07   3.1606400e-05   6.0898760e-05
   1.8014000e+07   3.0676800e-05   5.9107620e-05
   1.8032000e+07   2.9756720e-05   5.7334823e-05
   1.8051000e+07   2.8847280e-05   5.5582527e-05
   1.8070000e+07   2.7947920e-05   5.3849653e-05
   1.8089000e+07   2.7059200e-05   5.2137280e-05
   1.8108000e+07   2.6181120e-05   5.0445408e-05
   1.8126000e+07   2.5313120e-05   4.8772958e-05
   1.8145000e+07   2.4455760e-05   4.7121009e-05
   1.8164000e+07   2.3609600e-05   4.5490640e-05
   1.8183000e+07   2.2773520e-05   4.3879693e-05
   1.8201000e+07   2.1948080e-05   4.2289247e-05
   1.8220000e+07   2.1133840e-05   4.0720381e-05
   1.8239000e+07   2.0330240e-05   3.9172016e-05
   1.8258000e+07   1.9537840e-05   3.7645231e-05
   1.8277000e+07   1.8756080e-05   3.6138947e-05
   1.8295000e+07   1.7985520e-05   3.4654243e-05
   1.8314000e+07   1.7225600e-05   3.3190040e-05
   1.8333000e+07   1.6476880e-05   3.1747417e-05
   1.8352000e+07   1.5739360e-05   3.0326374e-05
   1.8370000e+07   1.5012480e-05   2.8925832e-05
   1.8389000e+07   1.4296800e-05   2.7546870e-05
   1.8408000e+07   1.3591760e-05   2.6188409e-05
   1.8427000e+07   1.2897920e-05   2.4851528e-05
   1.8446000e+07   1.2214720e-05   2.3535148e-05
   1.8464000e+07   1.1541600e-05   2.2238190e-05
   1.8483000e+07   1.0879680e-05   2.0962812e-05
   1.8502000e+07   1.0227840e-05   1.9706856e-05
   1.8521000e+07   9.5866400e-06   1.8471401e-05
